Channel,Date,Start Time,Program Name,Nola Episode,Description
9.1,2025-04-07,21:00:00,Agatha Christie's Poirot,,
9.1,2025-04-07,21:30:00,Roots of Comedy with Jesus Trejo,,
9.1,2025-04-07,21:31:00,Death in Paradise,,
9.1,2025-04-07,21:43:00,Death in Paradise,,
9.1,2025-04-07,22:00:00,Austin City Limits,,
9.1,2025-04-07,22:35:00,Austin City Limits,,
9.1,2025-04-07,23:00:00,Amanpour and Company,,
9.1,2025-04-07,23:32:00,My Music with Rhiannon Giddens,,
9.1,2025-04-08,00:00:00,Antiques Roadshow,#1911,
9.1,2025-04-08,01:00:00,POV,#3713,
9.1,2025-04-08,02:00:00,Call the Midwife,#1402,
9.1,2025-04-08,03:00:00,On the Record,,
9.1,2025-04-08,03:30:00,Texas Talk,,
9.1,2025-04-08,04:00:00,On the Record,,
9.1,2025-04-08,04:30:00,Texas Talk,,
9.1,2025-04-08,05:00:00,Happy Yoga with Sarah Starr,,
9.1,2025-04-08,05:30:00,Classical Stretch,,
9.1,2025-04-08,06:00:00,Molly of Denali,,
9.1,2025-04-08,06:30:00,Alma's Way,,
9.1,2025-04-08,07:00:00,Lyla in the Loop,,
9.1,2025-04-08,07:30:00,Carl the Collector,#116,
9.1,2025-04-08,08:00:00,Best of Sewing With Nancy,,
9.1,2025-04-08,08:30:00,It's Sew Easy,,
9.1,2025-04-08,09:00:00,Samantha Brown's Places to Love,,
9.1,2025-04-08,09:30:00,The Daytripper,,
9.1,2025-04-08,10:00:00,Outside Beyond the Lens,,
9.1,2025-04-08,10:30:00,Rick Steves' Europe,,
9.1,2025-04-08,11:00:00,The Great American Recipe,,
9.1,2025-04-08,11:30:00,To Be Announced,,
9.1,2025-04-08,12:00:00,Homemade Live!,,
9.1,2025-04-08,12:30:00,Weekends with Yankee,,
9.1,2025-04-08,13:00:00,Marie Antoinette,#203,
9.1,2025-04-08,13:30:00,Texas Talk,,
9.1,2025-04-08,14:00:00,America's Test Kitchen from Cook's Illustrated,,
9.1,2025-04-08,14:30:00,Cook's Country from America's Test Kitchen,,
9.1,2025-04-08,15:00:00,Dooky Chase Kitchen: Leah's Legacy,,
9.1,2025-04-08,15:30:00,Pati's Mexican Table,,
9.1,2025-04-08,15:46:00,Midsomer Murders,,
9.1,2025-04-08,16:00:00,Christopher Kimball's Milk Street Television,,
9.1,2025-04-08,16:30:00,Lidia's Kitchen,,
9.1,2025-04-08,17:00:00,Antiques Roadshow,#2202,
9.1,2025-04-08,17:30:00,Texas Talk,,
9.1,2025-04-08,18:00:00,To Be Announced,,
9.1,2025-04-08,19:00:00,Keeping Up Appearances,,
9.1,2025-04-08,19:30:00,Keeping Up Appearances,,
9.1,2025-04-08,20:00:00,Midsomer Murders,,
9.1,2025-04-08,20:41:00,Midsomer Murders,,
9.1,2025-04-08,21:00:00,DI Ray,,
9.1,2025-04-08,21:31:00,Death in Paradise,,
9.1,2025-04-08,21:43:00,Death in Paradise,,
9.1,2025-04-08,22:00:00,The Paris Murders,,
9.1,2025-04-08,22:35:00,Austin City Limits,,
9.1,2025-04-08,23:00:00,Death in Paradise,,
9.1,2025-04-08,23:32:00,My Music with Rhiannon Giddens,,
9.1,2025-04-09,00:00:00,To Be Announced,,
9.1,2025-04-09,01:00:00,To Be Announced,,
9.1,2025-04-09,02:00:00,First Peoples,,
9.1,2025-04-09,03:00:00,On the Record,,
9.1,2025-04-09,03:30:00,Texas Talk,,
9.1,2025-04-09,04:00:00,Antiques Roadshow,#1911,
9.1,2025-04-09,05:00:00,Happy Yoga with Sarah Starr,,
9.1,2025-04-09,05:30:00,Classical Stretch,,
9.1,2025-04-09,06:00:00,Wild Kratts,#714,
9.1,2025-04-09,06:30:00,Alma's Way,#204,
9.1,2025-04-09,07:00:00,Lyla in the Loop,#124,
9.1,2025-04-09,07:30:00,Carl the Collector,#117,
9.1,2025-04-09,08:00:00,Daniel Tiger's Neighborhood,#616,
9.1,2025-04-09,08:30:00,Rosie's Rules,#117,
9.1,2025-04-09,09:00:00,Sesame Street,#5512,
9.1,2025-04-09,09:30:00,Work It Out Wombats!,#119,
9.1,2025-04-09,10:00:00,Central Texas Gardener,,
9.1,2025-04-09,10:30:00,Texas Parks & Wildlife,,
9.1,2025-04-09,11:00:00,Overheard with Evan Smith,,
9.1,2025-04-09,11:30:00,To Be Announced,,
9.1,2025-04-09,12:00:00,Antiques Roadshow,#1911,
9.1,2025-04-09,12:30:00,Consuelo Mack Wealth Track,,
9.1,2025-04-09,13:00:00,On the Record,,
9.1,2025-04-09,13:30:00,Texas Talk,,
9.1,2025-04-09,14:00:00,Finding Your Roots,,
9.1,2025-04-09,15:00:00,American Experience,,
9.1,2025-04-09,15:46:00,Midsomer Murders,,
9.1,2025-04-09,16:00:00,Secrets of Royal Travel,,
9.1,2025-04-09,17:00:00,Antiques Roadshow,#2501,
9.1,2025-04-09,17:30:00,Texas Talk,,
9.1,2025-04-09,18:00:00,Sister Boniface Mysteries,,
9.1,2025-04-09,19:00:00,Professor T,,
9.1,2025-04-09,20:00:00,Masterpiece,,
9.1,2025-04-09,21:00:00,DI Ray,,
9.1,2025-04-09,22:00:00,The Paris Murders,,
9.1,2025-04-09,23:00:00,Death in Paradise,,
9.1,2025-04-10,00:00:00,Masterpiece,,
9.1,2025-04-10,01:00:00,DI Ray,,
9.1,2025-04-10,02:00:00,Independent Lens,#2615,
9.1,2025-04-10,03:00:00,Masterpiece,,
9.1,2025-04-10,04:00:00,DI Ray,,
9.1,2025-04-10,05:00:00,Happy Yoga with Sarah Starr,,
9.1,2025-04-10,05:30:00,Classical Stretch,,
9.1,2025-04-10,06:00:00,Cyberchase,,
9.1,2025-04-10,06:30:00,Alma's Way,#123,
9.1,2025-04-10,07:00:00,Lyla in the Loop,#119,
9.1,2025-04-10,07:30:00,Carl the Collector,#106,
9.1,2025-04-10,08:00:00,Daniel Tiger's Neighborhood,#207,
9.1,2025-04-10,08:30:00,Rosie's Rules,#130,
9.1,2025-04-10,09:00:00,Sesame Street,#5404,
9.1,2025-04-10,09:30:00,Work It Out Wombats!,#32,
9.1,2025-04-10,10:00:00,Wild Kratts,,
9.1,2025-04-10,10:30:00,To Be Announced,,
9.1,2025-04-10,11:00:00,Elinor Wonders Why,#212,
9.1,2025-04-10,11:30:00,Nature Cat,,
9.1,2025-04-10,12:00:00,Curious George,,
9.1,2025-04-10,12:30:00,Xavier Riddle and The Secret Museum,,
9.1,2025-04-10,13:00:00,Sit and Be Fit,,
9.1,2025-04-10,13:30:00,Classical Stretch,,
9.1,2025-04-10,14:00:00,Death in Paradise,,
9.1,2025-04-10,15:00:00,Midsomer Murders,,
9.1,2025-04-10,15:46:00,Midsomer Murders,,
9.1,2025-04-10,16:00:00,Secrets of Royal Travel,,
9.1,2025-04-10,17:00:00,BBC News America,,
9.1,2025-04-10,17:30:00,BBC News the Context,,
9.1,2025-04-10,18:00:00,The PBS News Hour,#14704,
9.1,2025-04-10,19:00:00,On the Record,,
9.1,2025-04-10,19:30:00,Texas Talk,,
9.1,2025-04-10,20:00:00,Sister Boniface Mysteries,,
9.1,2025-04-10,21:00:00,Antiques Roadshow,,
9.1,2025-04-10,22:00:00,Secrets of Royal Travel,,
9.1,2025-04-10,23:00:00,Amanpour and Company,#7204,
9.1,2025-04-11,00:00:00,Masterpiece,,
9.1,2025-04-11,01:00:00,DI Ray,,
9.1,2025-04-11,02:00:00,The Future of Nature,#103,
9.1,2025-04-11,03:00:00,Masterpiece,,
9.1,2025-04-11,04:00:00,DI Ray,,
9.1,2025-04-11,05:00:00,Happy Yoga with Sarah Starr,,
9.1,2025-04-11,05:30:00,Classical Stretch,,
9.1,2025-04-11,06:00:00,Cyberchase,,
9.1,2025-04-11,06:30:00,Alma's Way,#209,
9.1,2025-04-11,07:00:00,Lyla in the Loop,#122,
9.1,2025-04-11,07:30:00,Carl the Collector,#115,
9.1,2025-04-11,08:00:00,Daniel Tiger's Neighborhood,#618,
9.1,2025-04-11,08:30:00,Rosie's Rules,#102,
9.1,2025-04-11,09:00:00,Sesame Street,#5417,
9.1,2025-04-11,09:30:00,Work It Out Wombats!,#37,
9.1,2025-04-11,10:00:00,Donkey Hodie,#213,
9.1,2025-04-11,10:30:00,Pinkalicious & Peterrific,#309,
9.1,2025-04-11,11:00:00,Elinor Wonders Why,#136,
9.1,2025-04-11,11:30:00,Nature Cat,,
9.1,2025-04-11,12:00:00,Curious George,,
9.1,2025-04-11,12:30:00,Xavier Riddle and The Secret Museum,,
9.1,2025-04-11,13:00:00,Sit and Be Fit,,
9.1,2025-04-11,13:30:00,Classical Stretch,,
9.1,2025-04-11,14:00:00,Death in Paradise,,
9.1,2025-04-11,15:00:00,Midsomer Murders,,
9.1,2025-04-11,15:46:00,Midsomer Murders,,
9.1,2025-04-11,16:00:00,Secrets of Royal Travel,,
9.1,2025-04-11,17:00:00,BBC News America,,
9.1,2025-04-11,17:30:00,BBC News the Context,,
9.1,2025-04-11,18:00:00,The PBS News Hour,#14705,
9.1,2025-04-11,19:00:00,On the Record,,
9.1,2025-04-11,19:30:00,Texas Talk,,
9.1,2025-04-11,20:00:00,Sister Boniface Mysteries,,
9.1,2025-04-11,21:00:00,Antiques Roadshow,,
9.1,2025-04-11,21:30:00,Roots of Comedy with Jesus Trejo,,
9.1,2025-04-11,22:00:00,Secrets of Royal Travel,,
9.1,2025-04-11,23:00:00,Amanpour and Company,#7205,
9.1,2025-04-12,00:00:00,The Great American Recipe,,
9.1,2025-04-12,01:00:00,Antiques Roadshow,,
9.1,2025-04-12,02:00:00,Magical Land of Oz,#101,
9.1,2025-04-12,03:00:00,Masterpiece,,
9.1,2025-04-12,04:00:00,DI Ray,,
9.1,2025-04-12,04:30:00,Texas Talk,,
9.1,2025-04-12,05:00:00,Happy Yoga with Sarah Starr,,
9.1,2025-04-12,05:30:00,Classical Stretch,,
9.1,2025-04-12,06:00:00,Cyberchase,,
9.1,2025-04-12,06:30:00,Alma's Way,#123,
9.1,2025-04-12,07:00:00,Lyla in the Loop,#114,
9.1,2025-04-12,07:30:00,Carl the Collector,#117,
9.1,2025-04-12,08:00:00,Daniel Tiger's Neighborhood,#207,
9.1,2025-04-12,08:30:00,Rosie's Rules,#130,
9.1,2025-04-12,09:00:00,Sesame Street,#5427,
9.1,2025-04-12,09:30:00,Work It Out Wombats!,#32,
9.1,2025-04-12,10:00:00,Donkey Hodie,#123,
9.1,2025-04-12,10:30:00,Pinkalicious & Peterrific,#213,
9.1,2025-04-12,11:00:00,Elinor Wonders Why,#212,
9.1,2025-04-12,11:30:00,Nature Cat,,
9.1,2025-04-12,12:00:00,This Old House,#4618,
9.1,2025-04-12,12:30:00,Xavier Riddle and The Secret Museum,,
9.1,2025-04-12,13:00:00,Sit and Be Fit,,
9.1,2025-04-12,13:30:00,Classical Stretch,,
9.1,2025-04-12,14:00:00,Antiques Roadshow,,
9.1,2025-04-12,14:30:00,Cook's Country from America's Test Kitchen,,
9.1,2025-04-12,15:00:00,Antiques Roadshow,,
9.1,2025-04-12,15:30:00,Pati's Mexican Table,,
9.1,2025-04-12,16:00:00,Secrets of Royal Travel,,
9.1,2025-04-12,16:30:00,Lidia's Kitchen,,
9.1,2025-04-12,17:00:00,BBC News America,,
9.1,2025-04-12,17:30:00,BBC News the Context,,
9.1,2025-04-12,18:00:00,Antiques Roadshow,#2912,
9.1,2025-04-12,19:00:00,On the Record,,
9.1,2025-04-12,19:30:00,Texas Talk,,
9.1,2025-04-12,20:00:00,Sister Boniface Mysteries,,
9.1,2025-04-12,20:41:00,Midsomer Murders,,
9.1,2025-04-12,21:00:00,To Be Announced,,
9.1,2025-04-12,21:30:00,Roots of Comedy with Jesus Trejo,,
9.1,2025-04-12,21:31:00,Death in Paradise,,
9.1,2025-04-12,21:43:00,Death in Paradise,,
9.1,2025-04-12,22:00:00,After Action,,
9.1,2025-04-12,22:35:00,Austin City Limits,,
9.1,2025-04-12,23:00:00,Amanpour and Company,,
9.1,2025-04-12,23:32:00,My Music with Rhiannon Giddens,,
9.1,2025-04-13,00:00:00,Nature,#4311,
9.1,2025-04-13,01:00:00,To Be Announced,,
9.1,2025-04-13,02:00:00,Celebrity Antiques Road Trip,#412,
9.1,2025-04-13,03:00:00,Antiques Roadshow,,
9.1,2025-04-13,03:30:00,Texas Talk,,
9.1,2025-04-13,04:00:00,Antiques Roadshow,,
9.1,2025-04-13,04:30:00,Texas Talk,,
9.1,2025-04-13,05:00:00,Happy Yoga with Sarah Starr,,
9.1,2025-04-13,05:30:00,Classical Stretch,,
9.1,2025-04-13,06:00:00,Cyberchase,,
9.1,2025-04-13,06:30:00,Alma's Way,#209,
9.1,2025-04-13,07:00:00,Lyla in the Loop,#119,
9.1,2025-04-13,07:30:00,Carl the Collector,#116,
9.1,2025-04-13,08:00:00,Daniel Tiger's Neighborhood,#618,
9.1,2025-04-13,08:30:00,Rosie's Rules,#102,
9.1,2025-04-13,09:00:00,Sesame Street,#5425,
9.1,2025-04-13,09:30:00,The Daytripper,,
9.1,2025-04-13,10:00:00,Nature Cat,,
9.1,2025-04-13,10:30:00,To Be Announced,,
9.1,2025-04-13,11:00:00,Elinor Wonders Why,,
9.1,2025-04-13,11:30:00,Nature Cat,,
9.1,2025-04-13,12:00:00,Curious George,,
9.1,2025-04-13,12:30:00,Xavier Riddle and The Secret Museum,,
9.1,2025-04-13,13:00:00,Sit and Be Fit,,
9.1,2025-04-13,13:30:00,Classical Stretch,,
9.1,2025-04-13,14:00:00,Finding Your Roots,,
9.1,2025-04-13,14:30:00,Cook's Country from America's Test Kitchen,,
9.1,2025-04-13,15:00:00,Unforgivable Blackness: The Rise and Fall of Jack Johnson,,
9.1,2025-04-13,15:30:00,Pati's Mexican Table,,
9.1,2025-04-13,16:00:00,Rivers of Life,,
9.1,2025-04-13,16:30:00,Lidia's Kitchen,,
9.1,2025-04-13,17:00:00,BBC News America,,
9.1,2025-04-13,17:30:00,BBC News the Context,,
9.1,2025-04-13,18:00:00,To Be Announced,,
9.1,2025-04-13,19:00:00,On the Record,,
9.1,2025-04-13,19:30:00,Texas Talk,,
9.1,2025-04-13,20:00:00,Sister Boniface Mysteries,,
9.1,2025-04-13,20:41:00,Midsomer Murders,,
9.1,2025-04-13,21:00:00,Agatha Christie's Poirot,,
9.1,2025-04-13,21:30:00,Roots of Comedy with Jesus Trejo,,
9.1,2025-04-13,21:31:00,Death in Paradise,,
9.1,2025-04-13,21:43:00,Death in Paradise,,
9.1,2025-04-13,22:00:00,Wild Scandinavia,,
9.1,2025-04-13,22:35:00,Austin City Limits,,
9.1,2025-04-13,23:00:00,Amanpour and Company,,
9.1,2025-04-13,23:32:00,My Music with Rhiannon Giddens,,
9.1,2025-04-14,00:00:00,Wolf Hall,,
9.1,2025-04-14,01:00:00,Marie Antoinette,#204,
9.1,2025-04-14,02:00:00,To Be Announced,,
9.1,2025-04-14,03:00:00,Disco: Soundtrack of a Revolution,,
9.1,2025-04-14,03:30:00,Texas Talk,,
9.1,2025-04-14,04:00:00,Finding Your Roots,,
9.1,2025-04-14,04:30:00,Texas Talk,,
9.1,2025-04-14,05:00:00,Happy Yoga with Sarah Starr,,
9.1,2025-04-14,05:30:00,Classical Stretch,,
9.1,2025-04-14,06:00:00,Cyberchase,,
9.1,2025-04-14,06:30:00,Alma's Way,,
9.1,2025-04-14,07:00:00,Lyla in the Loop,,
9.1,2025-04-14,07:30:00,Carl the Collector,,
9.1,2025-04-14,08:00:00,Daniel Tiger's Neighborhood,,
9.1,2025-04-14,08:30:00,Rosie's Rules,,
9.1,2025-04-14,09:00:00,Sesame Street,,
9.1,2025-04-14,09:30:00,The Daytripper,,
9.1,2025-04-14,10:00:00,Donkey Hodie,,
9.1,2025-04-14,10:30:00,Pinkalicious & Peterrific,,
9.1,2025-04-14,11:00:00,Elinor Wonders Why,,
9.1,2025-04-14,11:30:00,To Be Announced,,
9.1,2025-04-14,12:00:00,Homemade Live!,,
9.1,2025-04-14,12:30:00,Xavier Riddle and The Secret Museum,,
9.1,2025-04-14,13:00:00,Sit and Be Fit,,
9.1,2025-04-14,13:30:00,Classical Stretch,,
9.1,2025-04-14,14:00:00,Dynamic Planet,,
9.1,2025-04-14,14:30:00,Cook's Country from America's Test Kitchen,,
9.1,2025-04-14,15:00:00,Hope in the Water,,
9.1,2025-04-14,15:30:00,Pati's Mexican Table,,
9.1,2025-04-14,15:46:00,Midsomer Murders,,
9.1,2025-04-14,16:00:00,Rivers of Life,,
9.1,2025-04-14,16:30:00,Lidia's Kitchen,,
9.1,2025-04-14,17:00:00,BBC News America,,
9.1,2025-04-14,17:30:00,BBC News the Context,,
9.1,2025-04-14,18:00:00,The PBS News Hour,,
9.1,2025-04-14,19:00:00,On the Record,,
9.1,2025-04-14,19:30:00,Texas Talk,,
9.1,2025-04-14,20:00:00,Sister Boniface Mysteries,,
9.1,2025-04-14,20:41:00,Midsomer Murders,,
9.1,2025-04-14,21:00:00,Agatha Christie's Poirot,,
9.1,2025-04-14,21:30:00,Roots of Comedy with Jesus Trejo,,
9.1,2025-04-14,21:31:00,Death in Paradise,,
9.1,2025-04-14,21:43:00,Death in Paradise,,
9.1,2025-04-14,22:00:00,Austin City Limits,,
9.1,2025-04-14,22:35:00,Austin City Limits,,
9.1,2025-04-14,23:00:00,Amanpour and Company,,
9.1,2025-04-14,23:32:00,My Music with Rhiannon Giddens,,
9.1,2025-04-15,00:00:00,Antiques Roadshow,,
9.1,2025-04-15,01:00:00,To Be Announced,,
9.1,2025-04-15,02:00:00,Call the Midwife,#1403,
9.1,2025-04-15,03:00:00,On the Record,,
9.1,2025-04-15,03:30:00,Texas Talk,,
9.1,2025-04-15,04:00:00,On the Record,,
9.1,2025-04-15,04:30:00,Texas Talk,,
9.1,2025-04-15,05:00:00,Happy Yoga with Sarah Starr,,
9.1,2025-04-15,05:30:00,Classical Stretch,,
9.1,2025-04-15,06:00:00,Molly of Denali,,
9.1,2025-04-15,06:30:00,Alma's Way,,
9.1,2025-04-15,07:00:00,Lyla in the Loop,,
9.1,2025-04-15,07:30:00,Carl the Collector,,
9.1,2025-04-15,08:00:00,Best of Sewing With Nancy,,
9.1,2025-04-15,08:30:00,It's Sew Easy,,
9.1,2025-04-15,09:00:00,Samantha Brown's Places to Love,,
9.1,2025-04-15,09:30:00,The Daytripper,,
9.1,2025-04-15,10:00:00,Outside Beyond the Lens,,
9.1,2025-04-15,10:30:00,Rick Steves' Europe,,
9.1,2025-04-15,11:00:00,The Great American Recipe,,
9.1,2025-04-15,11:30:00,To Be Announced,,
9.1,2025-04-15,12:00:00,Homemade Live!,,
9.1,2025-04-15,12:30:00,Weekends with Yankee,,
9.1,2025-04-15,13:00:00,Celebrity Antiques Road Trip,,
9.1,2025-04-15,13:30:00,Texas Talk,,
9.1,2025-04-15,14:00:00,America's Test Kitchen from Cook's Illustrated,,
9.1,2025-04-15,14:30:00,Cook's Country from America's Test Kitchen,,
9.1,2025-04-15,15:00:00,Dooky Chase Kitchen: Leah's Legacy,,
9.1,2025-04-15,15:30:00,Pati's Mexican Table,,
9.1,2025-04-15,15:46:00,Midsomer Murders,,
9.1,2025-04-15,16:00:00,Christopher Kimball's Milk Street Television,,
9.1,2025-04-15,16:30:00,Lidia's Kitchen,,
9.1,2025-04-15,17:00:00,Antiques Roadshow,,
9.1,2025-04-15,17:30:00,Texas Talk,,
9.1,2025-04-15,18:00:00,To Be Announced,,
9.1,2025-04-15,19:00:00,Keeping Up Appearances,,
9.1,2025-04-15,19:30:00,Keeping Up Appearances,,
9.1,2025-04-15,20:00:00,Midsomer Murders,,
9.1,2025-04-15,20:41:00,Midsomer Murders,,
9.1,2025-04-15,21:00:00,DI Ray,,
9.1,2025-04-15,21:31:00,Death in Paradise,,
9.1,2025-04-15,21:43:00,Death in Paradise,,
9.1,2025-04-15,22:00:00,The Paris Murders,,
9.1,2025-04-15,22:35:00,Austin City Limits,,
9.1,2025-04-15,23:00:00,Death in Paradise,,
9.1,2025-04-15,23:32:00,My Music with Rhiannon Giddens,,
9.1,2025-04-16,00:00:00,To Be Announced,,
9.1,2025-04-16,01:00:00,Iconic America: Our Symbols and Stories with David,,
9.1,2025-04-16,02:00:00,First Peoples,,
9.1,2025-04-16,03:00:00,On the Record,,
9.1,2025-04-16,03:30:00,Texas Talk,,
9.1,2025-04-16,04:00:00,Antiques Roadshow,,
9.1,2025-04-16,05:00:00,Happy Yoga with Sarah Starr,,
9.1,2025-04-16,05:30:00,Classical Stretch,,
9.1,2025-04-16,06:00:00,Wild Kratts,,
9.1,2025-04-16,06:30:00,Alma's Way,,
9.1,2025-04-16,07:00:00,Lyla in the Loop,,
9.1,2025-04-16,07:30:00,Carl the Collector,,
9.1,2025-04-16,08:00:00,Daniel Tiger's Neighborhood,,
9.1,2025-04-16,08:30:00,Rosie's Rules,,
9.1,2025-04-16,09:00:00,Sesame Street,,
9.1,2025-04-16,09:30:00,Work It Out Wombats!,,
9.1,2025-04-16,10:00:00,Central Texas Gardener,,
9.1,2025-04-16,10:30:00,Texas Parks & Wildlife,,
9.1,2025-04-16,11:00:00,Overheard with Evan Smith,,
9.1,2025-04-16,11:30:00,To Be Announced,,
9.1,2025-04-16,12:00:00,Antiques Roadshow,,
9.1,2025-04-16,12:30:00,Consuelo Mack Wealth Track,,
9.1,2025-04-16,13:00:00,On the Record,,
9.1,2025-04-16,13:30:00,Texas Talk,,
9.1,2025-04-16,14:00:00,Finding Your Roots,,
9.1,2025-04-16,15:00:00,American Experience,,
9.1,2025-04-16,15:46:00,Midsomer Murders,,
9.1,2025-04-16,16:00:00,Secrets of Royal Travel,,
9.1,2025-04-16,17:00:00,Antiques Roadshow,,
9.1,2025-04-16,17:30:00,Texas Talk,,
9.1,2025-04-16,18:00:00,Sister Boniface Mysteries,,
9.2,2025-03-26,06:00:00,Newsroom Tokyo,#25061,
9.2,2025-03-26,06:27:00,Newsline In Depth,,
9.2,2025-03-26,06:40:00,Direct Talk,#25061,
9.2,2025-03-26,07:00:00,NOVA,#5103,Building the Eiffel Tower
9.2,2025-03-26,08:00:00,Weathered: Inside the LA Firestorm,,
9.2,2025-03-26,09:00:00,American Experience,#3505,The Sun Queen
9.2,2025-03-26,10:00:00,Beyond the Powder: The Legacy of the First Women's Cross-Country Air Race,,
9.2,2025-03-26,11:00:00,Sit and Be Fit,#1805,"Warm Up, Circulate, Strengthen & Stretch"
9.2,2025-03-26,11:30:00,Classical Stretch,#1512,Back Pain Relief
9.2,2025-03-26,12:00:00,To the Contrary with Bonnie Erbe,#3401,
9.2,2025-03-26,12:30:00,Energy Switch,#110,Making Energy More Sustainable
9.2,2025-03-26,13:00:00,Portraits for the Home Front: The Story of Elizabeth Black,,
9.2,2025-03-26,14:00:00,Finding Elizabeth's Soldiers,,
9.2,2025-03-26,14:30:00,Coronation Girls,,
9.2,2025-03-26,16:00:00,Ireland's Wild Coast,#102,
9.2,2025-03-26,17:00:00,France 24,#25061,
9.2,2025-03-26,17:30:00,Newsline,#15193,
9.2,2025-03-26,18:00:00,Song of the Mountains,#1909,Williamson Branch
9.2,2025-03-26,19:00:00,The PBS News Hour,#14693,
9.2,2025-03-26,20:00:00,Salud! Celebrating San Antonio's Latina Leaders,#405,
9.2,2025-03-26,20:30:00,Salud! Celebrating San Antonio's Latina Leaders,#406,
9.2,2025-03-26,21:00:00,"Lady Bird, Naturally",,
9.2,2025-03-26,22:00:00,The Day,#14063,
9.2,2025-03-26,22:30:00,BBC News,#1053,
9.2,2025-03-26,23:00:00,Independent Lens,#2614,Home Court
9.2,2025-03-27,00:30:00,Frontline,#4310,The Rise and Fall of Terrorgram
9.2,2025-03-27,02:00:00,The PBS News Hour,#14693,
9.2,2025-03-27,03:00:00,Amanpour and Company,#7193,
9.2,2025-03-27,04:00:00,Unreined,,
9.2,2025-03-27,05:00:00,BBC News,#1054,
9.2,2025-03-27,05:30:00,Story in the Public Square,#1401,Sean Carroll
9.2,2025-03-27,06:00:00,Newsroom Tokyo,#25062,
9.2,2025-03-27,06:27:00,Newsline In Depth,,
9.2,2025-03-27,06:40:00,Direct Talk,#25062,
9.2,2025-03-27,07:00:00,Independent Lens,#2614,Home Court
9.2,2025-03-27,08:30:00,Frontline,#4310,The Rise and Fall of Terrorgram
9.2,2025-03-27,10:00:00,Unreined,,
9.2,2025-03-27,11:00:00,Sit and Be Fit,#1806,Functional Feel-Good Exercises
9.2,2025-03-27,11:30:00,Classical Stretch,#1513,Waist Slenderizing
9.2,2025-03-27,12:00:00,Story in the Public Square,#1401,Sean Carroll
9.2,2025-03-27,12:30:00,Second Opinion with Joan Lunden,#1701,Coronavirus
9.2,2025-03-27,13:00:00,Her Voice Carries,,
9.2,2025-03-27,14:00:00,Revolution of the Heart: The Dorothy Day Story,,
9.2,2025-03-27,15:00:00,Summoned: Frances Perkins and the General Welfare,,
9.2,2025-03-27,16:00:00,Lucy Worsley's Royal Myths and Secrets,#102,Queen Anne: The Mother of Great Britain
9.2,2025-03-27,17:00:00,France 24,#25062,
9.2,2025-03-27,17:30:00,Newsline,#15194,
9.2,2025-03-27,18:00:00,Songs at the Center,#806,Todd Sharp
9.2,2025-03-27,19:00:00,The PBS News Hour,#14694,
9.2,2025-03-27,20:00:00,The Future of Nature,#101,Oceans
9.2,2025-03-27,21:00:00,Hope in the Water,#101,The Fish in the Sea
9.2,2025-03-27,22:00:00,The Day,#14064,
9.2,2025-03-27,22:30:00,BBC News,#1054,
9.2,2025-03-27,23:00:00,America ReFramed,#1202,The Woman on the Outside
9.2,2025-03-28,00:30:00,POV,#605,POV Shorts: Sol in the Garden
9.2,2025-03-28,01:00:00,Turning Point,,
9.2,2025-03-28,02:00:00,The PBS News Hour,#14694,
9.2,2025-03-28,03:00:00,Amanpour and Company,#7194,
9.2,2025-03-28,04:00:00,"Two Wars: No Mail, Low Morale",,
9.2,2025-03-28,04:30:00,Stories from the Stage,#811,Laughing Matters
9.2,2025-03-28,05:00:00,BBC News,#1055,
9.2,2025-03-28,05:30:00,Closer to Truth's Philosophy of Biology,#205,How Did Cognition and Emotion Evolve?
9.2,2025-03-28,06:00:00,Newsroom Tokyo,#25063,
9.2,2025-03-28,06:27:00,Newsline In Depth,,
9.2,2025-03-28,06:40:00,Direct Talk,#25063,
9.2,2025-03-28,07:00:00,America ReFramed,#1202,The Woman on the Outside
9.2,2025-03-28,08:30:00,POV,#605,POV Shorts: Sol in the Garden
9.2,2025-03-28,09:00:00,Turning Point,,
9.2,2025-03-28,10:00:00,"Two Wars: No Mail, Low Morale",,
9.2,2025-03-28,10:30:00,Stories from the Stage,#811,Laughing Matters
9.2,2025-03-28,11:00:00,Sit and Be Fit,#1807,"Breathing, Posture And Balance"
9.2,2025-03-28,11:30:00,Classical Stretch,#1514,Fantastic Core
9.2,2025-03-28,12:00:00,Sister Boniface Mysteries,#104,My Brother's Keeper
9.2,2025-03-28,13:00:00,Father Brown,#905,The Final Devotion
9.2,2025-03-28,14:00:00,Masterpiece,#5141,Grantchester VI
9.2,2025-03-28,15:00:00,Masterpiece,#5142,Grantchester VI
9.2,2025-03-28,16:00:00,Austin City Limits,#5006,Jelly Roll; The War And Treaty
9.2,2025-03-28,17:00:00,France 24,#25063,
9.2,2025-03-28,17:30:00,Newsline,#15195,
9.2,2025-03-28,18:00:00,Song of the Mountains,#1908,Martha Spencer & Wonderland Country Band/Danny Paisley & The Southern
9.2,2025-03-28,19:00:00,The PBS News Hour,#14695,
9.2,2025-03-28,20:00:00,Horatio's Drive: America's First Road Trip,,
9.2,2025-03-28,22:00:00,The Day,#14065,
9.2,2025-03-28,22:30:00,BBC News,#1055,
9.2,2025-03-28,23:00:00,Graceball: The Bobby Richardson Story,,
